Designator,Footprint,Mid X,Mid Y,Ref X,Ref Y,Pad X,Pad Y,Layer,Rotation,Comment
R201,RES-0805,3846.614mil,2316.811mil,3846.614mil,2316.811mil,3888.937mil,2316.811mil,T,180,ERJ6RBD1202V
R301,RES-0805,5933.228mil,2316.811mil,5933.228mil,2316.811mil,5975.551mil,2316.811mil,T,180,ERJ6RBD1202V
R401,RES-0805,8019.843mil,2316.811mil,8019.843mil,2316.811mil,8062.166mil,2316.811mil,T,180,ERJ6RBD1202V
R501,RES-0805,1760.000mil,4875.866mil,1760.000mil,4875.866mil,1802.323mil,4875.866mil,T,180,ERJ6RBD1202V
R601,RES-0805,3846.614mil,4875.866mil,3846.614mil,4875.866mil,3888.937mil,4875.866mil,T,180,ERJ6RBD1202V
R701,RES-0805,5933.228mil,4875.866mil,5933.228mil,4875.866mil,5975.551mil,4875.866mil,T,180,ERJ6RBD1202V
R801,RES-0805,8019.843mil,4875.866mil,8019.843mil,4875.866mil,8062.166mil,4875.866mil,T,180,ERJ6RBD1202V
R901,RES-0805,1760.000mil,7434.921mil,1760.000mil,7434.921mil,1802.323mil,7434.921mil,T,180,ERJ6RBD1202V
R1001,RES-0805,3846.614mil,7434.921mil,3846.614mil,7434.921mil,3888.937mil,7434.921mil,T,180,ERJ6RBD1202V
R1101,RES-0805,5933.228mil,7434.921mil,5933.228mil,7434.921mil,5975.551mil,7434.921mil,T,180,ERJ6RBD1202V
R1201,RES-0805,8019.843mil,7434.921mil,8019.843mil,7434.921mil,8062.166mil,7434.921mil,T,180,ERJ6RBD1202V
R102,RES-0805,1760.000mil,2221.811mil,1760.000mil,2221.811mil,1802.323mil,2221.811mil,T,180,ERJ6RBD1202V
R202,RES-0805,3846.614mil,2221.811mil,3846.614mil,2221.811mil,3888.937mil,2221.811mil,T,180,ERJ6RBD1202V
R302,RES-0805,5933.228mil,2221.811mil,5933.228mil,2221.811mil,5975.551mil,2221.811mil,T,180,ERJ6RBD1202V
R402,RES-0805,8019.843mil,2221.811mil,8019.843mil,2221.811mil,8062.166mil,2221.811mil,T,180,ERJ6RBD1202V
R502,RES-0805,1760.000mil,4780.866mil,1760.000mil,4780.866mil,1802.323mil,4780.866mil,T,180,ERJ6RBD1202V
R602,RES-0805,3846.614mil,4780.866mil,3846.614mil,4780.866mil,3888.937mil,4780.866mil,T,180,ERJ6RBD1202V
R702,RES-0805,5933.228mil,4780.866mil,5933.228mil,4780.866mil,5975.551mil,4780.866mil,T,180,ERJ6RBD1202V
R802,RES-0805,8019.843mil,4780.866mil,8019.843mil,4780.866mil,8062.166mil,4780.866mil,T,180,ERJ6RBD1202V
R902,RES-0805,1760.000mil,7339.921mil,1760.000mil,7339.921mil,1802.323mil,7339.921mil,T,180,ERJ6RBD1202V
R1002,RES-0805,3846.614mil,7339.921mil,3846.614mil,7339.921mil,3888.937mil,7339.921mil,T,180,ERJ6RBD1202V
R1102,RES-0805,5933.228mil,7339.921mil,5933.228mil,7339.921mil,5975.551mil,7339.921mil,T,180,ERJ6RBD1202V
R1202,RES-0805,8019.843mil,7339.921mil,8019.843mil,7339.921mil,8062.166mil,7339.921mil,T,180,ERJ6RBD1202V
R103,RES-0805,761.087mil,2399.567mil,761.087mil,2399.567mil,718.765mil,2399.567mil,T,0,ERJ6RBD1202V
R203,RES-0805,2847.701mil,2399.567mil,2847.701mil,2399.567mil,2805.379mil,2399.567mil,T,0,ERJ6RBD1202V
R303,RES-0805,4934.315mil,2399.567mil,4934.315mil,2399.567mil,4891.993mil,2399.567mil,T,0,ERJ6RBD1202V
R403,RES-0805,7020.930mil,2399.567mil,7020.930mil,2399.567mil,6978.608mil,2399.567mil,T,0,ERJ6RBD1202V
R503,RES-0805,761.087mil,4958.622mil,761.087mil,4958.622mil,718.765mil,4958.622mil,T,0,ERJ6RBD1202V
R603,RES-0805,2847.701mil,4958.622mil,2847.701mil,4958.622mil,2805.379mil,4958.622mil,T,0,ERJ6RBD1202V
R703,RES-0805,4934.315mil,4958.622mil,4934.315mil,4958.622mil,4891.993mil,4958.622mil,T,0,ERJ6RBD1202V
R803,RES-0805,7020.930mil,4958.622mil,7020.930mil,4958.622mil,6978.608mil,4958.622mil,T,0,ERJ6RBD1202V
R903,RES-0805,761.087mil,7517.677mil,761.087mil,7517.677mil,718.765mil,7517.677mil,T,0,ERJ6RBD1202V
R1003,RES-0805,2847.701mil,7517.677mil,2847.701mil,7517.677mil,2805.379mil,7517.677mil,T,0,ERJ6RBD1202V
R1103,RES-0805,4934.315mil,7517.677mil,4934.315mil,7517.677mil,4891.993mil,7517.677mil,T,0,ERJ6RBD1202V
R1203,RES-0805,7020.930mil,7517.677mil,7020.930mil,7517.677mil,6978.608mil,7517.677mil,T,0,ERJ6RBD1202V
R104,RES-0805,761.087mil,2502.323mil,761.087mil,2502.323mil,718.765mil,2502.323mil,T,360,ERJ6RBD1202V
R204,RES-0805,2847.701mil,2502.323mil,2847.701mil,2502.323mil,2805.379mil,2502.323mil,T,360,ERJ6RBD1202V
R304,RES-0805,4934.315mil,2502.323mil,4934.315mil,2502.323mil,4891.993mil,2502.323mil,T,360,ERJ6RBD1202V
R404,RES-0805,7020.930mil,2502.323mil,7020.930mil,2502.323mil,6978.608mil,2502.323mil,T,360,ERJ6RBD1202V
R504,RES-0805,761.087mil,5061.378mil,761.087mil,5061.378mil,718.765mil,5061.378mil,T,360,ERJ6RBD1202V
R604,RES-0805,2847.701mil,5061.378mil,2847.701mil,5061.378mil,2805.379mil,5061.378mil,T,360,ERJ6RBD1202V
R704,RES-0805,4934.315mil,5061.378mil,4934.315mil,5061.378mil,4891.993mil,5061.378mil,T,360,ERJ6RBD1202V
R804,RES-0805,7020.930mil,5061.378mil,7020.930mil,5061.378mil,6978.608mil,5061.378mil,T,360,ERJ6RBD1202V
R904,RES-0805,761.087mil,7620.433mil,761.087mil,7620.433mil,718.765mil,7620.433mil,T,360,ERJ6RBD1202V
R1004,RES-0805,2847.701mil,7620.433mil,2847.701mil,7620.433mil,2805.379mil,7620.433mil,T,360,ERJ6RBD1202V
R1104,RES-0805,4934.315mil,7620.433mil,4934.315mil,7620.433mil,4891.993mil,7620.433mil,T,360,ERJ6RBD1202V
R1204,RES-0805,7020.930mil,7620.433mil,7020.930mil,7620.433mil,6978.608mil,7620.433mil,T,360,ERJ6RBD1202V
R105,RES-0805,1760.000mil,2126.811mil,1760.000mil,2126.811mil,1802.323mil,2126.811mil,T,180,ERJ6RBD1202V
R205,RES-0805,3846.614mil,2126.811mil,3846.614mil,2126.811mil,3888.937mil,2126.811mil,T,180,ERJ6RBD1202V
R305,RES-0805,5933.228mil,2126.811mil,5933.228mil,2126.811mil,5975.551mil,2126.811mil,T,180,ERJ6RBD1202V
R405,RES-0805,8019.843mil,2126.811mil,8019.843mil,2126.811mil,8062.166mil,2126.811mil,T,180,ERJ6RBD1202V
R505,RES-0805,1760.000mil,4685.866mil,1760.000mil,4685.866mil,1802.323mil,4685.866mil,T,180,ERJ6RBD1202V
R605,RES-0805,3846.614mil,4685.866mil,3846.614mil,4685.866mil,3888.937mil,4685.866mil,T,180,ERJ6RBD1202V
R705,RES-0805,5933.228mil,4685.866mil,5933.228mil,4685.866mil,5975.551mil,4685.866mil,T,180,ERJ6RBD1202V
R805,RES-0805,8019.843mil,4685.866mil,8019.843mil,4685.866mil,8062.166mil,4685.866mil,T,180,ERJ6RBD1202V
R905,RES-0805,1760.000mil,7244.921mil,1760.000mil,7244.921mil,1802.323mil,7244.921mil,T,180,ERJ6RBD1202V
R1005,RES-0805,3846.614mil,7244.921mil,3846.614mil,7244.921mil,3888.937mil,7244.921mil,T,180,ERJ6RBD1202V
R1105,RES-0805,5933.228mil,7244.921mil,5933.228mil,7244.921mil,5975.551mil,7244.921mil,T,180,ERJ6RBD1202V
R1205,RES-0805,8019.843mil,7244.921mil,8019.843mil,7244.921mil,8062.166mil,7244.921mil,T,180,ERJ6RBD1202V
R106,RES-0805,458.543mil,1821.732mil,458.543mil,1821.732mil,500.866mil,1821.732mil,T,180,SWR05JTFV1000
R206,RES-0805,2545.157mil,1821.732mil,2545.157mil,1821.732mil,2587.480mil,1821.732mil,T,180,SWR05JTFV1000
R306,RES-0805,4631.771mil,1821.732mil,4631.771mil,1821.732mil,4674.094mil,1821.732mil,T,180,SWR05JTFV1000
R406,RES-0805,6718.386mil,1821.732mil,6718.386mil,1821.732mil,6760.709mil,1821.732mil,T,180,SWR05JTFV1000
R506,RES-0805,458.543mil,4380.787mil,458.543mil,4380.787mil,500.866mil,4380.787mil,T,180,SWR05JTFV1000
R606,RES-0805,2545.157mil,4380.787mil,2545.157mil,4380.787mil,2587.480mil,4380.787mil,T,180,SWR05JTFV1000
R706,RES-0805,4631.771mil,4380.787mil,4631.771mil,4380.787mil,4674.094mil,4380.787mil,T,180,SWR05JTFV1000
R806,RES-0805,6718.386mil,4380.787mil,6718.386mil,4380.787mil,6760.709mil,4380.787mil,T,180,SWR05JTFV1000
R906,RES-0805,458.543mil,6939.842mil,458.543mil,6939.842mil,500.866mil,6939.842mil,T,180,SWR05JTFV1000
R1006,RES-0805,2545.157mil,6939.842mil,2545.157mil,6939.842mil,2587.480mil,6939.842mil,T,180,SWR05JTFV1000
R1106,RES-0805,4631.771mil,6939.842mil,4631.771mil,6939.842mil,4674.094mil,6939.842mil,T,180,SWR05JTFV1000
R1206,RES-0805,6718.386mil,6939.842mil,6718.386mil,6939.842mil,6760.709mil,6939.842mil,T,180,SWR05JTFV1000
R107,RES-0805,1760.000mil,2616.811mil,1760.000mil,2616.811mil,1717.677mil,2616.811mil,T,0,RC0805FR-07470RL
R207,RES-0805,3846.614mil,2616.811mil,3846.614mil,2616.811mil,3804.291mil,2616.811mil,T,0,RC0805FR-07470RL
R307,RES-0805,5933.228mil,2616.811mil,5933.228mil,2616.811mil,5890.905mil,2616.811mil,T,0,RC0805FR-07470RL
R407,RES-0805,8019.843mil,2616.811mil,8019.843mil,2616.811mil,7977.520mil,2616.811mil,T,0,RC0805FR-07470RL
R507,RES-0805,1760.000mil,5175.866mil,1760.000mil,5175.866mil,1717.677mil,5175.866mil,T,0,RC0805FR-07470RL
R607,RES-0805,3846.614mil,5175.866mil,3846.614mil,5175.866mil,3804.291mil,5175.866mil,T,0,RC0805FR-07470RL
R707,RES-0805,5933.228mil,5175.866mil,5933.228mil,5175.866mil,5890.905mil,5175.866mil,T,0,RC0805FR-07470RL
R807,RES-0805,8019.843mil,5175.866mil,8019.843mil,5175.866mil,7977.520mil,5175.866mil,T,0,RC0805FR-07470RL
R907,RES-0805,1760.000mil,7734.921mil,1760.000mil,7734.921mil,1717.677mil,7734.921mil,T,0,RC0805FR-07470RL
R1007,RES-0805,3846.614mil,7734.921mil,3846.614mil,7734.921mil,3804.291mil,7734.921mil,T,0,RC0805FR-07470RL
R1107,RES-0805,5933.228mil,7734.921mil,5933.228mil,7734.921mil,5890.905mil,7734.921mil,T,0,RC0805FR-07470RL
R1207,RES-0805,8019.843mil,7734.921mil,8019.843mil,7734.921mil,7977.520mil,7734.921mil,T,0,RC0805FR-07470RL
R108,RES-0805,765.000mil,1425.867mil,765.000mil,1425.867mil,722.677mil,1425.867mil,T,0,ERJ6RBD1202V
R208,RES-0805,2851.614mil,1425.867mil,2851.614mil,1425.867mil,2809.291mil,1425.867mil,T,0,ERJ6RBD1202V
R308,RES-0805,4938.228mil,1425.867mil,4938.228mil,1425.867mil,4895.905mil,1425.867mil,T,0,ERJ6RBD1202V
R408,RES-0805,7024.843mil,1425.867mil,7024.843mil,1425.867mil,6982.520mil,1425.867mil,T,0,ERJ6RBD1202V
R508,RES-0805,765.000mil,3984.922mil,765.000mil,3984.922mil,722.677mil,3984.922mil,T,0,ERJ6RBD1202V
R608,RES-0805,2851.614mil,3984.922mil,2851.614mil,3984.922mil,2809.291mil,3984.922mil,T,0,ERJ6RBD1202V
R708,RES-0805,4938.228mil,3984.922mil,4938.228mil,3984.922mil,4895.905mil,3984.922mil,T,0,ERJ6RBD1202V
R808,RES-0805,7024.843mil,3984.922mil,7024.843mil,3984.922mil,6982.520mil,3984.922mil,T,0,ERJ6RBD1202V
R908,RES-0805,765.000mil,6543.977mil,765.000mil,6543.977mil,722.677mil,6543.977mil,T,0,ERJ6RBD1202V
R1008,RES-0805,2851.614mil,6543.977mil,2851.614mil,6543.977mil,2809.291mil,6543.977mil,T,0,ERJ6RBD1202V
R1108,RES-0805,4938.228mil,6543.977mil,4938.228mil,6543.977mil,4895.905mil,6543.977mil,T,0,ERJ6RBD1202V
R1208,RES-0805,7024.843mil,6543.977mil,7024.843mil,6543.977mil,6982.520mil,6543.977mil,T,0,ERJ6RBD1202V
R109,RES-0805,765.000mil,1676.811mil,765.000mil,1676.811mil,722.677mil,1676.811mil,T,360,ERJ6RBD1202V
R209,RES-0805,2851.614mil,1676.811mil,2851.614mil,1676.811mil,2809.291mil,1676.811mil,T,360,ERJ6RBD1202V
R309,RES-0805,4938.228mil,1676.811mil,4938.228mil,1676.811mil,4895.905mil,1676.811mil,T,360,ERJ6RBD1202V
R409,RES-0805,7024.843mil,1676.811mil,7024.843mil,1676.811mil,6982.520mil,1676.811mil,T,360,ERJ6RBD1202V
R509,RES-0805,765.000mil,4235.866mil,765.000mil,4235.866mil,722.677mil,4235.866mil,T,360,ERJ6RBD1202V
R609,RES-0805,2851.614mil,4235.866mil,2851.614mil,4235.866mil,2809.291mil,4235.866mil,T,360,ERJ6RBD1202V
R709,RES-0805,4938.228mil,4235.866mil,4938.228mil,4235.866mil,4895.905mil,4235.866mil,T,360,ERJ6RBD1202V
R809,RES-0805,7024.843mil,4235.866mil,7024.843mil,4235.866mil,6982.520mil,4235.866mil,T,360,ERJ6RBD1202V
R909,RES-0805,765.000mil,6794.921mil,765.000mil,6794.921mil,722.677mil,6794.921mil,T,360,ERJ6RBD1202V
R1009,RES-0805,2851.614mil,6794.921mil,2851.614mil,6794.921mil,2809.291mil,6794.921mil,T,360,ERJ6RBD1202V
R1109,RES-0805,4938.228mil,6794.921mil,4938.228mil,6794.921mil,4895.905mil,6794.921mil,T,360,ERJ6RBD1202V
R1209,RES-0805,7024.843mil,6794.921mil,7024.843mil,6794.921mil,6982.520mil,6794.921mil,T,360,ERJ6RBD1202V
R110,RES-0805,1685.000mil,1491.811mil,1685.000mil,1491.811mil,1642.677mil,1491.811mil,T,360,ERJPB6D1002V
R210,RES-0805,3771.614mil,1491.811mil,3771.614mil,1491.811mil,3729.291mil,1491.811mil,T,360,ERJPB6D1002V
R310,RES-0805,5858.228mil,1491.811mil,5858.228mil,1491.811mil,5815.905mil,1491.811mil,T,360,ERJPB6D1002V
R410,RES-0805,7944.843mil,1491.811mil,7944.843mil,1491.811mil,7902.520mil,1491.811mil,T,360,ERJPB6D1002V
R510,RES-0805,1685.000mil,4050.866mil,1685.000mil,4050.866mil,1642.677mil,4050.866mil,T,360,ERJPB6D1002V
R610,RES-0805,3771.614mil,4050.866mil,3771.614mil,4050.866mil,3729.291mil,4050.866mil,T,360,ERJPB6D1002V
R710,RES-0805,5858.228mil,4050.866mil,5858.228mil,4050.866mil,5815.905mil,4050.866mil,T,360,ERJPB6D1002V
R810,RES-0805,7944.843mil,4050.866mil,7944.843mil,4050.866mil,7902.520mil,4050.866mil,T,360,ERJPB6D1002V
R910,RES-0805,1685.000mil,6609.921mil,1685.000mil,6609.921mil,1642.677mil,6609.921mil,T,360,ERJPB6D1002V
R1010,RES-0805,3771.614mil,6609.921mil,3771.614mil,6609.921mil,3729.291mil,6609.921mil,T,360,ERJPB6D1002V
R1110,RES-0805,5858.228mil,6609.921mil,5858.228mil,6609.921mil,5815.905mil,6609.921mil,T,360,ERJPB6D1002V
R1210,RES-0805,7944.843mil,6609.921mil,7944.843mil,6609.921mil,7902.520mil,6609.921mil,T,360,ERJPB6D1002V
R111,RES-0805,1685.000mil,1211.811mil,1685.000mil,1211.811mil,1642.677mil,1211.811mil,T,360,ERJPB6D1002V
R211,RES-0805,3771.614mil,1211.811mil,3771.614mil,1211.811mil,3729.291mil,1211.811mil,T,360,ERJPB6D1002V
R311,RES-0805,5858.228mil,1211.811mil,5858.228mil,1211.811mil,5815.905mil,1211.811mil,T,360,ERJPB6D1002V
R411,RES-0805,7944.843mil,1211.811mil,7944.843mil,1211.811mil,7902.520mil,1211.811mil,T,360,ERJPB6D1002V
R511,RES-0805,1685.000mil,3770.866mil,1685.000mil,3770.866mil,1642.677mil,3770.866mil,T,360,ERJPB6D1002V
R611,RES-0805,3771.614mil,3770.866mil,3771.614mil,3770.866mil,3729.291mil,3770.866mil,T,360,ERJPB6D1002V
R711,RES-0805,5858.228mil,3770.866mil,5858.228mil,3770.866mil,5815.905mil,3770.866mil,T,360,ERJPB6D1002V
R811,RES-0805,7944.843mil,3770.866mil,7944.843mil,3770.866mil,7902.520mil,3770.866mil,T,360,ERJPB6D1002V
R911,RES-0805,1685.000mil,6329.921mil,1685.000mil,6329.921mil,1642.677mil,6329.921mil,T,360,ERJPB6D1002V
R1011,RES-0805,3771.614mil,6329.921mil,3771.614mil,6329.921mil,3729.291mil,6329.921mil,T,360,ERJPB6D1002V
R1111,RES-0805,5858.228mil,6329.921mil,5858.228mil,6329.921mil,5815.905mil,6329.921mil,T,360,ERJPB6D1002V
R1211,RES-0805,7944.843mil,6329.921mil,7944.843mil,6329.921mil,7902.520mil,6329.921mil,T,360,ERJPB6D1002V
R112,RES-0805,1685.000mil,1601.811mil,1685.000mil,1601.811mil,1642.677mil,1601.811mil,T,360,ERJPB6D1002V
R212,RES-0805,3771.614mil,1601.811mil,3771.614mil,1601.811mil,3729.291mil,1601.811mil,T,360,ERJPB6D1002V
R312,RES-0805,5858.228mil,1601.811mil,5858.228mil,1601.811mil,5815.905mil,1601.811mil,T,360,ERJPB6D1002V
R412,RES-0805,7944.843mil,1601.811mil,7944.843mil,1601.811mil,7902.520mil,1601.811mil,T,360,ERJPB6D1002V
R512,RES-0805,1685.000mil,4160.866mil,1685.000mil,4160.866mil,1642.677mil,4160.866mil,T,360,ERJPB6D1002V
R612,RES-0805,3771.614mil,4160.866mil,3771.614mil,4160.866mil,3729.291mil,4160.866mil,T,360,ERJPB6D1002V
R712,RES-0805,5858.228mil,4160.866mil,5858.228mil,4160.866mil,5815.905mil,4160.866mil,T,360,ERJPB6D1002V
R812,RES-0805,7944.843mil,4160.866mil,7944.843mil,4160.866mil,7902.520mil,4160.866mil,T,360,ERJPB6D1002V
R912,RES-0805,1685.000mil,6719.921mil,1685.000mil,6719.921mil,1642.677mil,6719.921mil,T,360,ERJPB6D1002V
R1012,RES-0805,3771.614mil,6719.921mil,3771.614mil,6719.921mil,3729.291mil,6719.921mil,T,360,ERJPB6D1002V
R1112,RES-0805,5858.228mil,6719.921mil,5858.228mil,6719.921mil,5815.905mil,6719.921mil,T,360,ERJPB6D1002V
R1212,RES-0805,7944.843mil,6719.921mil,7944.843mil,6719.921mil,7902.520mil,6719.921mil,T,360,ERJPB6D1002V
R113,RES-0805,1685.000mil,1871.811mil,1685.000mil,1871.811mil,1642.677mil,1871.811mil,T,360,ERJPB6D1002V
R213,RES-0805,3771.614mil,1871.811mil,3771.614mil,1871.811mil,3729.291mil,1871.811mil,T,360,ERJPB6D1002V
R313,RES-0805,5858.228mil,1871.811mil,5858.228mil,1871.811mil,5815.905mil,1871.811mil,T,360,ERJPB6D1002V
R413,RES-0805,7944.843mil,1871.811mil,7944.843mil,1871.811mil,7902.520mil,1871.811mil,T,360,ERJPB6D1002V
R513,RES-0805,1685.000mil,4430.866mil,1685.000mil,4430.866mil,1642.677mil,4430.866mil,T,360,ERJPB6D1002V
R613,RES-0805,3771.614mil,4430.866mil,3771.614mil,4430.866mil,3729.291mil,4430.866mil,T,360,ERJPB6D1002V
R713,RES-0805,5858.228mil,4430.866mil,5858.228mil,4430.866mil,5815.905mil,4430.866mil,T,360,ERJPB6D1002V
R813,RES-0805,7944.843mil,4430.866mil,7944.843mil,4430.866mil,7902.520mil,4430.866mil,T,360,ERJPB6D1002V
R913,RES-0805,1685.000mil,6989.921mil,1685.000mil,6989.921mil,1642.677mil,6989.921mil,T,360,ERJPB6D1002V
R1013,RES-0805,3771.614mil,6989.921mil,3771.614mil,6989.921mil,3729.291mil,6989.921mil,T,360,ERJPB6D1002V
R1113,RES-0805,5858.228mil,6989.921mil,5858.228mil,6989.921mil,5815.905mil,6989.921mil,T,360,ERJPB6D1002V
R1213,RES-0805,7944.843mil,6989.921mil,7944.843mil,6989.921mil,7902.520mil,6989.921mil,T,360,ERJPB6D1002V
U101,ESP-12E&F_Module,1245.000mil,2311.811mil,1245.000mil,2311.811mil,945.787mil,2616.930mil,T,360,ESP-12F(ESP8266MOD)
U201,ESP-12E&F_Module,3331.614mil,2311.811mil,3331.614mil,2311.811mil,3032.401mil,2616.930mil,T,360,ESP-12F(ESP8266MOD)
U301,ESP-12E&F_Module,5418.228mil,2311.811mil,5418.228mil,2311.811mil,5119.015mil,2616.930mil,T,360,ESP-12F(ESP8266MOD)
U401,ESP-12E&F_Module,7504.843mil,2311.811mil,7504.843mil,2311.811mil,7205.630mil,2616.930mil,T,360,ESP-12F(ESP8266MOD)
U501,ESP-12E&F_Module,1245.000mil,4870.866mil,1245.000mil,4870.866mil,945.787mil,5175.985mil,T,360,ESP-12F(ESP8266MOD)
U601,ESP-12E&F_Module,3331.614mil,4870.866mil,3331.614mil,4870.866mil,3032.401mil,5175.985mil,T,360,ESP-12F(ESP8266MOD)
U701,ESP-12E&F_Module,5418.228mil,4870.866mil,5418.228mil,4870.866mil,5119.015mil,5175.985mil,T,360,ESP-12F(ESP8266MOD)
U801,ESP-12E&F_Module,7504.843mil,4870.866mil,7504.843mil,4870.866mil,7205.630mil,5175.985mil,T,360,ESP-12F(ESP8266MOD)
U901,ESP-12E&F_Module,1245.000mil,7429.921mil,1245.000mil,7429.921mil,945.787mil,7735.040mil,T,360,ESP-12F(ESP8266MOD)
U1001,ESP-12E&F_Module,3331.614mil,7429.921mil,3331.614mil,7429.921mil,3032.401mil,7735.040mil,T,360,ESP-12F(ESP8266MOD)
U1101,ESP-12E&F_Module,5418.228mil,7429.921mil,5418.228mil,7429.921mil,5119.015mil,7735.040mil,T,360,ESP-12F(ESP8266MOD)
U1201,ESP-12E&F_Module,7504.843mil,7429.921mil,7504.843mil,7429.921mil,7205.630mil,7735.040mil,T,360,ESP-12F(ESP8266MOD)
U102,QFN50P500X500X100-29N,1105.000mil,1485.867mil,1105.000mil,1485.867mil,1045.940mil,1392.557mil,T,0,CP2102-GMR
U202,QFN50P500X500X100-29N,3191.614mil,1485.867mil,3191.614mil,1485.867mil,3132.554mil,1392.557mil,T,0,CP2102-GMR
U302,QFN50P500X500X100-29N,5278.228mil,1485.867mil,5278.228mil,1485.867mil,5219.168mil,1392.557mil,T,0,CP2102-GMR
U402,QFN50P500X500X100-29N,7364.843mil,1485.867mil,7364.843mil,1485.867mil,7305.783mil,1392.557mil,T,0,CP2102-GMR
U502,QFN50P500X500X100-29N,1105.000mil,4044.922mil,1105.000mil,4044.922mil,1045.940mil,3951.612mil,T,0,CP2102-GMR
U602,QFN50P500X500X100-29N,3191.614mil,4044.922mil,3191.614mil,4044.922mil,3132.554mil,3951.612mil,T,0,CP2102-GMR
U702,QFN50P500X500X100-29N,5278.228mil,4044.922mil,5278.228mil,4044.922mil,5219.168mil,3951.612mil,T,0,CP2102-GMR
U802,QFN50P500X500X100-29N,7364.843mil,4044.922mil,7364.843mil,4044.922mil,7305.783mil,3951.612mil,T,0,CP2102-GMR
U902,QFN50P500X500X100-29N,1105.000mil,6603.977mil,1105.000mil,6603.977mil,1045.940mil,6510.667mil,T,0,CP2102-GMR
U1002,QFN50P500X500X100-29N,3191.614mil,6603.977mil,3191.614mil,6603.977mil,3132.554mil,6510.667mil,T,0,CP2102-GMR
U1102,QFN50P500X500X100-29N,5278.228mil,6603.977mil,5278.228mil,6603.977mil,5219.168mil,6510.667mil,T,0,CP2102-GMR
U1202,QFN50P500X500X100-29N,7364.843mil,6603.977mil,7364.843mil,6603.977mil,7305.783mil,6510.667mil,T,0,CP2102-GMR
VR101,POT_LIN_VR1,190.000mil,1966.811mil,190.000mil,1966.811mil,90.000mil,2066.811mil,T,270,3362P-1-502LF
VR201,POT_LIN_VR1,2276.614mil,1966.811mil,2276.614mil,1966.811mil,2176.614mil,2066.811mil,T,270,3362P-1-502LF
VR301,POT_LIN_VR1,4363.228mil,1966.811mil,4363.228mil,1966.811mil,4263.228mil,2066.811mil,T,270,3362P-1-502LF
VR401,POT_LIN_VR1,6449.843mil,1966.811mil,6449.843mil,1966.811mil,6349.843mil,2066.811mil,T,270,3362P-1-502LF
VR501,POT_LIN_VR1,190.000mil,4525.866mil,190.000mil,4525.866mil,90.000mil,4625.866mil,T,270,3362P-1-502LF
VR601,POT_LIN_VR1,2276.614mil,4525.866mil,2276.614mil,4525.866mil,2176.614mil,4625.866mil,T,270,3362P-1-502LF
VR701,POT_LIN_VR1,4363.228mil,4525.866mil,4363.228mil,4525.866mil,4263.228mil,4625.866mil,T,270,3362P-1-502LF
VR801,POT_LIN_VR1,6449.843mil,4525.866mil,6449.843mil,4525.866mil,6349.843mil,4625.866mil,T,270,3362P-1-502LF
VR901,POT_LIN_VR1,190.000mil,7084.921mil,190.000mil,7084.921mil,90.000mil,7184.921mil,T,270,3362P-1-502LF
VR1001,POT_LIN_VR1,2276.614mil,7084.921mil,2276.614mil,7084.921mil,2176.614mil,7184.921mil,T,270,3362P-1-502LF
VR1101,POT_LIN_VR1,4363.228mil,7084.921mil,4363.228mil,7084.921mil,4263.228mil,7184.921mil,T,270,3362P-1-502LF
VR1201,POT_LIN_VR1,6449.843mil,7084.921mil,6449.843mil,7084.921mil,6349.843mil,7184.921mil,T,270,3362P-1-502LF
P101,USB_MICRO_B_AT,1459.331mil,624.142mil,1460.000mil,571.811mil,1407.331mil,677.142mil,T,180,C10418
P201,USB_MICRO_B_AT,3545.945mil,624.142mil,3546.614mil,571.811mil,3493.945mil,677.142mil,T,180,C10418
P301,USB_MICRO_B_AT,5632.559mil,624.142mil,5633.228mil,571.811mil,5580.559mil,677.142mil,T,180,C10418
P401,USB_MICRO_B_AT,7719.174mil,624.142mil,7719.843mil,571.811mil,7667.174mil,677.142mil,T,180,C10418
P501,USB_MICRO_B_AT,1459.331mil,3183.197mil,1460.000mil,3130.866mil,1407.331mil,3236.197mil,T,180,C10418
P601,USB_MICRO_B_AT,3545.945mil,3183.197mil,3546.614mil,3130.866mil,3493.945mil,3236.197mil,T,180,C10418
P701,USB_MICRO_B_AT,5632.559mil,3183.197mil,5633.228mil,3130.866mil,5580.559mil,3236.197mil,T,180,C10418
P801,USB_MICRO_B_AT,7719.174mil,3183.197mil,7719.843mil,3130.866mil,7667.174mil,3236.197mil,T,180,C10418
P901,USB_MICRO_B_AT,1459.331mil,5742.252mil,1460.000mil,5689.921mil,1407.331mil,5795.252mil,T,180,C10418
P1001,USB_MICRO_B_AT,3545.945mil,5742.252mil,3546.614mil,5689.921mil,3493.945mil,5795.252mil,T,180,C10418
P1101,USB_MICRO_B_AT,5632.559mil,5742.252mil,5633.228mil,5689.921mil,5580.559mil,5795.252mil,T,180,C10418
P1201,USB_MICRO_B_AT,7719.174mil,5742.252mil,7719.843mil,5689.921mil,7667.174mil,5795.252mil,T,180,C10418
